10 bcdefghi,aihjdc,abd,acbjhgfe,adf,aedg,afdh,agdjbi,ahb,bhd
10 bcde,aefg,aghifjd,acjfe,adb,bdjcg,bfihc,cgi,chg,cfd
10 bcde,aefgc,abd,acgh,ahijfb,beg,bfhd,dgjie,ehj,eih
10 bcde,aefgc,abd,acghe,adijgfb,beg,bfehd,dgji,ehj,eih
10 bcde,aefg,ahifjd,acjfe,adb,bdjcg,bfih,cgi,chg,cfd
10 bcd,aefgc,abd,acgh,bijgf,beg,bfehd,dgji,ehj,eih
10 bcde,aefgc,abd,acghe,adijfb,beg,bfhd,dgji,ehj,eih
10 bcde,aefgc,abd,acgh,aijfb,beg,bfhd,dgji,ehj,eih
10 bcde,aefgc,abd,acghe,adhijfb,beg,bfhd,dgjie,ehj,eih
10 bcde,afgc,abgd,acghe,adhijgf,beg,bfejhdc,dgjie,ehj,eihg
10 bcd,adefg,ahed,aceb,bdchgif,beijg,bfjieh,cge,egjf,fig
10 bcd,adef,aged,aceb,bdcghif,beijh,che,egfji,ehjf,fih
10 bcde,aefg,aghifj,ajfe,adfb,bedjcig,bfihc,cgi,chgf,cfd
10 bcde,aefg,aghij,ajfe,adfb,bedjig,bfihc,cgi,chgf,cfd
10 bcde,aefg,aghifj,ajfe,adfb,bedjcg,bfihc,cgi,chg,cfd
10 bcde,aefgc,abhifj,ajfe,adfb,bedjcig,bfih,cgi,chgf,cfd
10 bcde,aefg,ahifj,ajfe,adfb,bedjcig,bfih,cgi,chgf,cfd
10 bcde,aefgc,abhij,ajfe,adfb,bedjig,bfih,cgi,chgf,cfd
10 bcde,aefg,ahij,ajfe,adfb,bedjig,bfih,cgi,chgf,cfd
10 bcde,aefg,ahij,ajfe,adfb,bedjg,bfih,cgi,chg,cfd
10 bcde,aefgc,abhij,ajfe,adfb,bedjg,bfih,cgi,chg,cfd
10 bcde,aefgc,abghij,ajfe,adfb,bedjig,bfihc,cgi,chgf,cfd
10 bcd,adefg,ahed,aceb,bdchif,beijg,bfjih,cge,egjf,fig
10 bcde,aefgc,abghifjd,acje,adfb,bejcig,bfihc,cgi,chgf,cfd
10 bcd,adefg,aghd,aceb,bdhgif,beijg,bfjiehc,cge,egjf,fig
10 bcd,adef,aghd,aceb,bdhgif,beijg,cfjieh,cge,egjf,fig
10 bcd,adefg,aghd,aceb,bdhgif,beij,bjiehc,cge,egjf,fig
10 bcd,adefg,aghd,aceb,bdhgif,beijg,bfjehc,cge,ejf,fig
10 bcd,adef,aghd,aceb,bdhgif,beijg,cfjeh,cge,ejf,fig
10 bcd,adefg,aghd,aceb,bdhif,beijg,bfjhc,cge,ejf,fig
10 bcde,aefgc,abghifj,aje,adfb,bejcig,bfihc,cgi,chgf,cfd
10 bcd,adefg,ahd,aceb,bdhgif,beijg,bfjieh,cge,egjf,fig
10 bcd,adef,agd,aceb,bdghif,beijh,che,egfji,ehjf,fih
10 bcde,aefg,aghifj,aje,adfb,bejcig,bfihc,cgi,chgf,cfd
10 bcde,aefg,aghifj,aje,adb,bjcig,bfihc,cgi,chgf,cfd
10 bcde,aefgc,abhifj,aje,adfb,bejcig,bfih,cgi,chgf,cfd
10 bcde,aefg,ahifj,aje,adfb,bejcig,bfih,cgi,chgf,cfd
10 bcde,aefgc,abghfi,aie,adfb,beicjg,bfjhc,cgj,cfd,fhg
10 bcde,aefgc,abghi,aie,adfb,beijg,bfjhc,cgj,cfd,fhg
10 bcde,aefgc,abghij,aje,adfb,bejig,bfihc,cgi,chgf,cfd
10 bcd,adefg,ahd,aceb,bdhif,beijg,bfjih,cge,egjf,fig
10 bcde,aefg,aghij,aje,adfb,bejig,bfihc,cgi,chgf,cfd
10 bcde,aefgc,abhij,aje,adfb,bejig,bfih,cgi,chgf,cfd
10 bcde,aefg,ahij,aje,adfb,bejig,bfih,cgi,chgf,cfd
10 bcde,aefg,aghifjd,acje,adfb,bejcig,bfihc,cgi,chgf,cfd
10 bcde,aefg,aghifjd,acje,adb,bjcig,bfihc,cgi,chgf,cfd
10 bcde,aefgc,abhifjd,acje,adfb,bejcig,bfih,cgi,chgf,cfd
10 bcde,aefg,ahifjd,acje,adfb,bejcig,bfih,cgi,chgf,cfd
10 bcd,aefc,abgd,acgh,bijgf,beg,cfejhd,dgji,ehj,eihg
10 bcde,aefc,abgd,acghe,adhigfb,beg,cfejhd,dgjie,ehj,gih
10 bcde,aefc,abgd,acghe,adhifb,beg,cfjhd,dgjie,ehj,gih
10 bcde,aefc,abgd,acghe,adhijfb,beg,cfjhd,dgjie,ehj,eihg
10 bcd,adefg,aghd,aceb,bdhif,beijg,bfjihc,cge,egjf,fig
10 bcd,adef,aghd,aceb,bdhif,beijg,cfjih,cge,egjf,fig
10 bcd,adefg,aghd,aceb,bdhif,beij,bjihc,cge,egjf,fig
10 bcde,aefg,aghijd,acje,adfb,bejig,bfihc,cgi,chgf,cfd
10 bcde,aefgc,abhijd,acje,adfb,bejig,bfih,cgi,chgf,cfd
10 bcde,aefg,ahijd,acje,adfb,bejig,bfih,cgi,chgf,cfd
10 bcd,aefc,abgd,acgh,bijf,beg,cfjhd,dgji,ehj,eihg
10 bcde,aefc,abgd,ache,adhijgfb,beg,cfejh,dgjie,ehj,eihg
10 bcd,adef,afgd,achb,bhijf,bejihgc,cfh,dgfie,ehfj,eif
10 bcd,ade,afgd,achb,bhijf,cejihg,cfh,dgfie,ehfj,eif
10 bcd,adef,afgd,achb,bhij,bjihgc,cfh,dgfie,ehfj,eif
10 bcd,adef,afgd,achb,bhijf,bejhgc,cfh,dgfie,ehj,eif
10 bcd,adef,afgd,achb,bhijf,bejgc,cfh,dgie,ehj,eif
10 bcd,adef,afgd,achb,bhijf,bejigc,cfh,dgie,ehfj,eif
10 bcd,adef,afgd,achb,bhij,bjigc,cfh,dgie,ehfj,eif
10 bcde,aefc,abfghij,aje,adib,bihgc,cfh,cgfi,chfej,cid
10 bcd,adef,agd,achb,bhijf,bejihg,cfh,dgfie,ehfj,eif
10 bcd,ade,afd,acgb,bghij,cjg,dfjhe,egji,ehj,eihgf
10 bcd,ade,afd,acgb,bghi,cjg,dfjhe,egji,ehj,fihg
10 bcde,aef,afghij,aje,adib,bihgc,cfh,cgfi,chfej,cid
10 bcde,aefc,abghij,aje,adib,bihg,cfh,cgfi,chfej,cid
10 bcd,adef,agd,achb,bhij,bjihg,cfh,dgfie,ehfj,eif
10 bcde,aef,aghij,aje,adib,bihg,cfh,cgfi,chfej,cid
10 bcde,aefc,abfghi,aie,adhb,bhjgc,cfj,cjfei,chd,fhg
10 bcd,adef,agd,achb,bhijf,bejhg,cfh,dgfie,ehj,eif
10 bcde,aefc,abfgh,ahe,adib,bijgc,cfj,cid,ehjf,fig
10 bcd,adef,agd,achb,bhijf,bejg,cfh,dgie,ehj,eif
10 bcde,aefc,abfghi,aie,adjb,bjhgc,cfh,cgfj,cjd,eihf
10 bcd,adef,agd,achb,bhijf,bejig,cfh,dgie,ehfj,eif
10 bcde,aefc,abghi,aie,adjb,bjhg,cfh,cgfj,cjd,eihf
10 bcd,adef,agd,achb,bhij,bjig,cfh,dgie,ehfj,eif
10 bcde,aef,aghi,aie,adjb,bjhg,cfh,cgfj,cjd,eihf
10 bcde,aef,afghijd,acje,adib,bihgc,cfh,cgfi,chfej,cid
10 bcde,aef,afghid,acie,adhb,bhjgc,cfj,cjfei,chd,fhg
10 bcde,aef,afghd,ache,adib,bijgc,cfj,cid,ehjf,fig
10 bcde,aefc,abghijd,acje,adib,bihg,cfh,cgfi,chfej,cid
10 bcde,aef,aghijd,acje,adib,bihg,cfh,cgfi,chfej,cid
10 bcd,aefc,abgd,ach,bijgf,beg,cfejh,dgji,ehj,eihg
10 bcde,aefc,abgd,ache,adigfb,beg,cfejh,dgji,ehj,gih
10 bcde,aefc,abgd,ach,aigfb,beg,cfejh,dgji,ehj,gih
10 bcde,aefc,abgd,ache,adifb,beg,cfjh,dgji,ehj,gih
10 bcde,aefc,abgd,ach,aifb,beg,cfjh,dgji,ehj,gih
10 bcde,aefc,abgd,ache,adhigfb,beg,cfejh,dgjie,ehj,gih
10 bcde,aefc,abgd,ache,adhifb,beg,cfjh,dgjie,ehj,gih
10 bcde,aefc,abgd,ache,adhijfb,beg,cfjh,dgjie,ehj,eihg
10 bcde,aef,afghid,acie,adjb,bjhgc,cfh,cgfj,cjd,eihf
10 bcde,aefc,abghid,acie,adjb,bjhg,cfh,cgfj,cjd,eihf
10 bcde,aef,aghid,acie,adjb,bjhg,cfh,cgfj,cjd,eihf
10 bcde,aefc,abgd,acghe,adhijgfb,beg,cfehd,dgjie,ehj,eih
10 bcd,adefg,aghd,aceb,bdhgf,beijg,bfjiehc,cge,fgj,fig
10 bcd,adef,aghd,aceb,bdhgf,beijg,cfjieh,cge,fgj,fig
10 bcd,adefg,aghd,aceb,bdhgf,beij,bjiehc,cge,fgj,fig
10 bcd,adefg,aghd,aceb,bdhf,beij,bjihc,cge,fgj,fig
10 bcd,adefg,aghd,aceb,bdhf,beijg,bfjihc,cge,fgj,fig
10 bcd,adef,aghd,aceb,bdhf,beijg,cfjih,cge,fgj,fig
10 bcde,aefgc,abghifj,aje,adfb,bejcg,bfihc,cgi,chg,cfd
10 bcd,adefg,ahd,aceb,bdhgf,beijg,bfjieh,cge,fgj,fig
10 bcd,adef,agd,aceb,bdghf,beijh,che,egfji,fhj,fih
10 bcde,aefg,aghifj,aje,adfb,bejcg,bfihc,cgi,chg,cfd
10 bcde,aefgc,abhifj,aje,adfb,bejcg,bfih,cgi,chg,cfd
10 bcde,aefg,ahifj,aje,adfb,bejcg,bfih,cgi,chg,cfd
10 bcde,aefgc,abhij,aje,adfb,bejg,bfih,cgi,chg,cfd
10 bcde,aefg,ahij,aje,adfb,bejg,bfih,cgi,chg,cfd
10 bcde,aefgc,abghij,aje,adfb,bejg,bfihc,cgi,chg,cfd
10 bcd,adefg,ahd,aceb,bdhf,beijg,bfjih,cge,fgj,fig
10 bcde,aefg,aghifjd,acje,adfb,bejcg,bfihc,cgi,chg,cfd
10 bcde,aefg,aghijd,acje,adfb,bejg,bfihc,cgi,chg,cfd
10 bcde,aefgc,abhifjd,acje,adfb,bejcg,bfih,cgi,chg,cfd
10 bcde,aefg,ahifjd,acje,adfb,bejcg,bfih,cgi,chg,cfd
10 bcd,aefc,abgd,acgh,bijgf,beg,cfehd,dgji,ehj,eih
10 bcde,aefc,abgd,acghe,adijfb,beg,cfhd,dgji,ehj,eih
10 bcde,aefc,abgd,acgh,aijfb,beg,cfhd,dgji,ehj,eih
10 bcd,aefc,abgd,acgh,bijf,beg,cfhd,dgji,ehj,eih
10 bcde,aefc,abgd,acghe,adhijfb,beg,cfhd,dgjie,ehj,eih
10 bcde,aefc,abgd,acghe,adhijgfb,beg,cfejd,djie,ehj,eihg
10 bcd,adefg,aghd,aceb,bdhgi,bijg,bfjiehc,cge,egjf,fig
10 bcd,adef,aghd,aceb,bdhgi,bijg,cfjieh,cge,egjf,fig
10 bcd,adefg,aghd,aceb,bdhgi,bij,bjiehc,cge,egjf,fig
10 bcd,adefg,aghd,aceb,bdhgi,bijg,bfjehc,cge,ejf,fig
10 bcd,adef,aghd,aceb,bdhgi,bijg,cfjeh,cge,ejf,fig
10 bcd,adefg,aghd,aceb,bdhi,bijg,bfjhc,cge,ejf,fig
10 bcd,adef,aghd,aceb,bdhi,bijg,cfjh,cge,ejf,fig
10 bcd,adef,afgd,achb,bijf,bejhgc,cfh,dgfi,ehj,eif
10 bcd,ade,afgd,achb,bijf,cejhg,cfh,dgfi,ehj,eif
10 bcd,adef,afgd,achb,bijf,bejgc,cfh,dgi,ehj,eif
10 bcde,aefgc,abghifj,aje,adfb,bejci,bihc,cgi,chgf,cfd
10 bcd,adefg,ahd,aceb,bdhgi,bijg,bfjieh,cge,egjf,fig
10 bcd,adef,agd,aceb,bdghi,bijh,che,egfji,ehjf,fih
10 bcde,aefg,aghifj,aje,adfb,bejci,bihc,cgi,chgf,cfd
10 bcde,aefg,aghfi,aie,adfb,beicj,bjhc,cgj,cfd,fhg
10 bcde,aefg,aghi,aie,adfb,beij,bjhc,cgj,cfd,fhg
10 bcde,aefgc,abhifj,aje,adfb,bejci,bih,cgi,chgf,cfd
10 bcde,aefg,ahifj,aje,adfb,bejci,bih,cgi,chgf,cfd
10 bcde,aefgc,abghfi,aie,adfb,beicj,bjhc,cgj,cfd,fhg
10 bcde,aefgc,abhfi,aie,adfb,beicj,bjh,cgj,cfd,fhg
10 bcde,aefg,ahfi,aie,adfb,beicj,bjh,cgj,cfd,fhg
10 bcde,aefgc,abhi,aie,adfb,beij,bjh,cgj,cfd,fhg
10 bcde,aefgc,abghi,aie,adfb,beij,bjhc,cgj,cfd,fhg
10 bcde,aefc,abfghi,aie,adhb,bjgc,cfj,cjei,chd,fhg
10 bcd,adef,agd,achb,bijf,bejhg,cfh,dgfi,ehj,eif
10 bcde,aefc,abfgh,ahe,adib,bjgc,cfj,cid,ehj,fig
10 bcde,aefgc,abghij,aje,adfb,beji,bihc,cgi,chgf,cfd
10 bcd,adefg,ahd,aceb,bdhi,bijg,bfjih,cge,egjf,fig
10 bcd,adef,agd,aceb,bdgh,bhij,cje,ejif,fhj,fihg
10 bcde,aefg,aghij,aje,adfb,beji,bihc,cgi,chgf,cfd
10 bcde,aefgc,abhij,aje,adfb,beji,bih,cgi,chgf,cfd
10 bcde,aefg,ahij,aje,adfb,beji,bih,cgi,chgf,cfd
10 bcde,aefg,aghifjd,acje,adfb,bejci,bihc,cgi,chgf,cfd
10 bcde,aefc,abgd,acgh,ahigfb,beg,cfejd,djie,ehj,gih
10 bcde,aefc,abgd,acgh,ahifb,beg,cfjd,djie,ehj,gih
10 bcde,aefc,abgd,acgh,ahijfb,beg,cfjd,djie,ehj,eihg
10 bcde,aefc,abgd,acghe,adijgfb,beg,cfejd,dji,ehj,eihg
10 bcde,aefg,ahifjd,acje,adfb,bejci,bih,cgi,chgf,cfd
10 bcd,aefc,abgd,acgh,bijgf,beg,cfejd,dji,ehj,eihg
10 bcde,aefc,abgd,acghe,adhigfb,beg,cfejd,djie,ehj,gih
10 bcde,aefgc,abhfid,acie,adfb,beicj,bjh,cgj,cfd,fhg
10 bcde,aefg,ahfid,acie,adfb,beicj,bjh,cgj,cfd,fhg
10 bcde,aefc,abgd,acghe,adifb,beg,cfjd,dji,ehj,gih
10 bcde,aefc,abgd,acgh,aifb,beg,cfjd,dji,ehj,gih
10 bcde,aefc,abgd,ache,adigfb,beg,cfej,dji,ehj,gih
10 bcde,aefc,abgd,ach,aigfb,beg,cfej,dji,ehj,gih
10 bcde,aefc,abgd,acghe,adhifb,beg,cfjd,djie,ehj,gih
10 bcde,aefc,abgd,ache,adhigfb,beg,cfej,djie,ehj,gih
10 bcde,aefc,abgd,ache,adhifb,beg,cfj,djie,ehj,gih
10 bcde,aefc,abgd,acghe,adhijfb,beg,cfjd,djie,ehj,eihg
10 bcd,adefg,aghd,aceb,bdhi,bijg,bfjihc,cge,egjf,fig
10 bcd,adef,aghd,aceb,bdhi,bijg,cfjih,cge,egjf,fig
10 bcde,aefgc,abhijd,acje,adfb,beji,bih,cgi,chgf,cfd
10 bcde,aefg,ahijd,acje,adfb,beji,bih,cgi,chgf,cfd
10 bcd,aefc,abgd,acgh,bijf,beg,cfjd,dji,ehj,eihg
10 bcde,aefgc,abgd,acgh,ahijgfb,beg,bfejhdc,dgjie,ehj,eihg
10 bcde,aefgc,abgd,acghe,adijgfb,beg,bfejhdc,dgji,ehj,eihg
10 bcde,aefg,ahifjd,acjfe,adfb,bedjcig,bfih,cgi,chgf,cfd
10 bcd,aefgc,abgd,acgh,bijgf,beg,bfejhdc,dgji,ehj,eihg
10 bcde,aefgc,abgd,acghe,adhigfb,beg,bfejhdc,dgjie,ehj,gih
10 bcde,aefgc,abgd,acghe,adhifb,beg,bfjhdc,dgjie,ehj,gih
10 bcde,aefgc,abgd,acghe,adhijfb,beg,bfjhdc,dgjie,ehj,eihg
10 bcd,adefg,aghed,aceb,bdchif,beijg,bfjihc,cge,egjf,fig
10 bcde,aefg,aghijd,acjfe,adfb,bedjig,bfihc,cgi,chgf,cfd
10 bcde,aefgc,abgd,acghe,adijfb,beg,bfjhdc,dgji,ehj,eihg
10 bcde,aefgc,abgd,acgh,aijfb,beg,bfjhdc,dgji,ehj,eihg
10 bcde,aefgc,abgd,ache,adhijgfb,beg,bfejhc,dgjie,ehj,eihg
10 bcd,adef,afghd,achb,bhijf,bejihgc,cfh,cgfied,ehfj,eif
10 bcd,adef,afghd,achb,bijf,bejihgc,cfh,cgfid,ehfj,eif
10 bcd,adef,afghd,achb,bhijf,bejhgc,cfh,cgfied,ehj,eif
10 bcd,adef,afghd,achb,bhijf,bejgc,cfh,cgied,ehj,eif
10 bcde,aefc,abfghij,ajie,adib,bihgc,cfh,cgfi,chfedj,cid
10 bcd,adef,aghd,achb,bhijf,bejihg,cfh,cgfied,ehfj,eif
10 bcde,aefc,abfghij,ajie,adib,bhgc,cfh,cgfi,chedj,cid
10 bcd,adef,aghd,achb,bijf,bejihg,cfh,cgfid,ehfj,eif
10 bcd,ade,afgd,acgb,bhij,cjg,cfjhd,egji,ehj,eihgf
10 bcde,aef,afghij,ajie,adib,bihgc,cfh,cgfi,chfedj,cid
10 bcde,aef,afghij,ajie,adib,bhgc,cfh,cgfi,chedj,cid
10 bcde,aefc,abghij,ajie,adib,bihg,cfh,cgfi,chfedj,cid
10 bcd,adef,aghd,achb,bhij,bjihg,cfh,cgfied,ehfj,eif
10 bcde,aef,aghij,ajie,adib,bihg,cfh,cgfi,chfedj,cid
10 bcde,aefc,abghi,aije,adjb,bjhg,cfh,cgfj,cjd,dihfe
10 bcd,adef,aghd,achb,bhij,bjig,cfh,cgied,ehfj,eif
10 bcde,aef,aghi,aije,adjb,bjhg,cfh,cgfj,cjd,dihfe
10 bcde,aefc,abfghi,aihe,adhb,bhjgc,cfj,cjfedi,chd,fhg
10 bcd,adef,aghd,achb,bhijf,bejhg,cfh,cgfied,ehj,eif
10 bcd,adef,aghd,achb,bhijf,bejg,cfh,cgied,ehj,eif
10 bcde,aefc,abfgh,ahie,adib,bijgc,cfj,cid,dhjfe,fig
10 bcde,aefc,abfghi,aije,adjb,bjhgc,cfh,cgfj,cjd,dihfe
10 bcd,adef,aghd,achb,bhijf,bejig,cfh,cgied,ehfj,eif
10 bcde,aef,afghijd,acjie,adib,bihgc,cfh,cgfi,chfedj,cid
10 bcd,aefgc,abgd,ach,bhijgf,beg,bfejhc,dgjie,ehj,eihg
10 bcde,aefgc,abgd,ach,ahijgfb,beg,bfejc,djie,ehj,eihg
10 bcd,aefgc,abgd,ach,bhijgf,beg,bfejc,djie,ehj,eihg
10 bcde,aefgc,abgd,ach,ahigfb,beg,bfejhc,dgjie,ehj,gih
10 bcde,aefgc,abgd,ach,ahifb,beg,bfjhc,dgjie,ehj,gih
10 bcde,aefgc,abgd,ache,adijgfb,beg,bfejhc,dgji,ehj,eihg
10 bcd,adef,afghd,achb,bhij,bjihgc,cfh,cgfied,ehfj,eif
10 bcde,aef,aghijd,acjie,adib,bihg,cfh,cgfi,chfedj,cid
10 bcde,aefgc,abgd,ache,adijfb,beg,bfjhc,dgji,ehj,eihg
10 bcde,aef,aghid,acije,adjb,bjhg,cfh,cgfj,cjd,dihfe
10 bcde,aefc,abfghid,acihe,adhb,bhjgc,cfj,cjfedi,chd,fhg
10 bcde,aefc,abfghd,achie,adib,bijgc,cfj,cid,dhjfe,fig
10 bcde,aefc,abfghid,acije,adjb,bjhgc,cfh,cgfj,cjd,dihfe
10 bcd,adef,afghd,achb,bhijf,bejigc,cfh,cgied,ehfj,eif
10 bcde,aef,afghid,acije,adjb,bjhgc,cfh,cgfj,cjd,dihfe
10 bcde,aefgc,abgd,ache,adhijgfb,beg,bfehc,dgjie,ehj,eih
10 bcd,adef,afghd,achb,bhijf,bejihgc,cfh,cgfed,efj,eif
10 bcd,adef,afghd,achb,bhijf,bejigc,cfh,cged,efj,eif
10 bcde,aefc,abfghij,ajie,adib,bihgc,cfh,cgf,cfedj,cid
10 bcd,adef,aghd,achb,bhijf,bejihg,cfh,cgfed,efj,eif
10 bcde,aef,afghij,ajie,adib,bihgc,cfh,cgf,cfedj,cid
10 bcde,aefc,abfghi,aije,adjb,bjhgc,cfh,cgf,cjd,dife
10 bcde,aef,afghijd,acjie,adib,bihgc,cfh,cgf,cfedj,cid
10 bcd,aefgc,abgd,ach,bhijgf,beg,bfehc,dgjie,ehj,eih
10 bcde,aefgc,abgd,ach,ahijfb,beg,bfhc,dgjie,ehj,eih
10 bcde,aefgc,abgd,ache,adhijfb,beg,bfhc,dgjie,ehj,eih
10 bcde,aefgc,abgd,ache,adhijgfb,beg,bfejc,djie,ehj,eihg
10 bcde,aefgc,abgd,acge,adhijgfb,beg,bfejhdc,egji,ehj,eihg
10 bcd,adef,afged,aceb,bdcgfhi,bijhegc,cfe,efji,ehjf,fih
10 bcd,adef,afged,aceb,bdcgfh,bijhegc,cfe,efji,fhj,fih
10 bcde,aefc,abghifjd,acjfe,adb,bdjcig,cfih,cgi,chgf,cfd
10 bcd,adef,afged,acb,bcgfhi,bijhegc,cfe,efji,ehjf,fih
10 bcd,adef,afged,acb,bcgfh,bijhegc,cfe,efji,fhj,fih
10 bcd,adef,afged,acb,bcgfhi,bjhegc,cfe,efji,ehj,fih
10 bcd,adef,afged,acb,bcgfhi,bijegc,cfe,eji,ehjf,fih
10 bcd,adef,afged,acb,bcghi,bijgc,cfe,eji,ehjf,fih
10 bcde,aefc,abghifjd,acjfe,adb,bdjci,cih,cgi,chgf,cfd
10 bcde,aef,aghifjd,acjfe,adb,bdjci,cih,cgi,chgf,cfd
10 bcd,aefgc,abd,acg,bhijgf,beg,bfejd,eji,ehj,eihg
10 bcde,afgc,abd,acge,adhijgf,beg,bfejhd,egji,ehj,eihg
10 bcd,adef,aged,acb,bcgfhi,bijheg,cfe,efji,ehjf,fih
10 bcde,aefc,abghifj,ajfe,adb,bdjci,cih,cgi,chgf,cfd
10 bcd,adef,aged,acb,bcgfh,bijheg,cfe,efji,fhj,fih
10 bcde,aef,aghifj,ajfe,adb,bdjci,cih,cgi,chgf,cfd
10 bcde,aef,aghifj,ajfe,adb,bdjcig,cfih,cgi,chgf,cfd
10 bcde,aefc,abghfi,aife,adb,bdichj,cjh,cgjf,cfd,fhg
10 bcde,aefc,abghij,ajfe,adb,bdjig,cfih,cgi,chgf,cfd
10 bcd,adef,aged,acb,bcghi,bijhg,cfe,efji,ehjf,fih
10 bcde,aef,aghifjd,acjfe,adb,bdjcig,cfih,cgi,chgf,cfd
10 bcd,aefgc,abd,acg,bhijgf,beg,bfejhd,egji,ehj,eihg
10 bcde,aefgc,abd,acge,adhigfb,beg,bfeijd,eji,ehjg,gih
10 bcde,aefgc,abd,acg,ahigfb,beg,bfeijd,eji,ehjg,gih
10 bcde,aefgc,abd,acge,adhigfb,beg,bfejhd,egji,ehj,gih
10 bcde,aefgc,abd,acg,ahigfb,beg,bfejhd,egji,ehj,gih
10 bcde,aefgc,abd,acge,adhgfb,beg,bfeijd,eji,ghj,gih
10 bcde,aefgc,abd,acge,adhifb,beg,bfjhd,egji,ehj,gih
10 bcde,aefgc,abd,acge,adhijfb,beg,bfjhd,egji,ehj,eihg
10 bcd,adef,afged,acb,bcghi,bijhgc,cfe,efji,ehjf,fih
10 bcde,aefc,abghifjd,acjfe,adb,bdjcg,cfih,cgi,chg,cfd
10 bcd,adef,afged,acb,bcgfh,bhijegc,cfe,ejif,fhj,fih
10 bcd,adef,afged,acb,bcgh,bhijgc,cfe,ejif,fhj,fih
10 bcd,adef,afged,acb,bcgfh,bijegc,cfe,eji,fhj,fih
10 bcde,aefc,abghifj,ajfe,adb,bdjcg,cfih,cgi,chg,cfd
10 bcd,adef,aged,acb,bcgfh,bhijeg,cfe,ejif,fhj,fih
10 bcde,aefc,abghij,ajfe,adb,bdjg,cfih,cgi,chg,cfd
10 bcd,adef,aged,acb,bcgh,bhijg,cfe,ejif,fhj,fih
10 bcde,aef,aghifj,ajfe,adb,bdjcg,cfih,cgi,chg,cfd
10 bcde,aefc,abghfi,aife,adb,bdicj,cjh,cgj,cfd,fhg
10 bcd,adef,aged,acb,bcgfh,bijeg,cfe,eji,fhj,fih
10 bcde,aef,aghfi,aife,adb,bdicj,cjh,cgj,cfd,fhg
10 bcde,aef,aghifjd,acjfe,adb,bdjcg,cfih,cgi,chg,cfd
10 bcd,aefgc,abd,acg,bhijgf,beg,bfehd,egji,ehj,eih
10 bcd,aefc,abd,acf,bgf,beghd,ehijf,fjig,ghj,gih
10 bcde,aefgc,abd,acge,adhigfb,beg,bfejd,eji,ehj,gih
10 bcde,aefgc,abd,acg,ahigfb,beg,bfejd,eji,ehj,gih
10 bcd,aefgc,abd,acg,bhigf,beg,bfejd,eji,ehj,gih
10 bcde,aefgc,abd,acge,adhijfb,beg,bfhd,egji,ehj,eih
10 bcde,afgc,abgd,acge,adhijgf,beg,bfejhdc,egji,ehj,eihg
10 bcd,adef,aged,aceb,bdcgfhi,bijheg,cfe,efji,ehjf,fih
10 bcd,ade,afgd,acgb,bhijgf,ceg,cfejhd,egji,ehj,eihg
10 bcde,aefc,abghifj,ajfe,adfb,bedjci,cih,cgi,chgf,cfd
10 bcd,adef,aged,aceb,bdcgfh,bijheg,cfe,efji,fhj,fih
10 bcde,aef,aghifj,ajfe,adfb,bedjci,cih,cgi,chgf,cfd
10 bcde,aefc,abghij,ajfe,adfb,bedjig,cfih,cgi,chgf,cfd
10 bcd,adef,aged,aceb,bdcghi,bijhg,cfe,efji,ehjf,fih
10 bcde,aefc,abghifjd,acje,adfb,bejcig,cfih,cgi,chgf,cfd
10 bcd,adef,afgd,aceb,bdgfhi,bijhegc,cfe,efji,ehjf,fih
10 bcd,adef,afgd,acb,bgfhi,bijhegc,cfe,efji,ehjf,fih
10 bcd,adef,afgd,acb,bgfhi,bjhegc,cfe,efji,ehj,fih
10 bcd,adef,afgd,aceb,bdgfh,bijhegc,cfe,efji,fhj,fih
10 bcd,adef,afgd,aceb,bdgfhi,bijegc,cfe,eji,ehjf,fih
10 bcd,adef,afgd,acb,bgfhi,bijegc,cfe,eji,ehjf,fih
10 bcd,adef,afgd,acb,bghi,bijgc,cfe,eji,ehjf,fih
10 bcd,adef,afgd,aceb,bdghi,bijgc,cfe,eji,ehjf,fih
10 bcde,aefc,abghifjd,acje,adb,bjcig,cfih,cgi,chgf,cfd
10 bcde,aef,aghifjd,acje,adb,bjcig,cfih,cgi,chgf,cfd
10 bcd,aefc,abd,acg,bhijgf,beg,dfejh,egji,ehj,eihg
10 bcde,aefc,abd,acge,adhigfb,beg,dfeij,eji,ehjg,gih
10 bcde,aefc,abd,acg,ahigfb,beg,dfeij,eji,ehjg,gih
10 bcd,aefc,abd,acg,bhigf,beg,dfeij,eji,ehjg,gih
10 bcde,afc,abgd,acge,adhijgf,beg,cfejhd,egji,ehj,eihg
10 bcd,adef,agd,aceb,bdgfhi,bijheg,cfe,efji,ehjf,fih
10 bcde,aefc,abghifj,aje,adb,bjcig,cfih,cgi,chgf,cfd
10 bcd,adef,agd,acb,bgfhi,bijheg,cfe,efji,ehjf,fih
10 bcde,aef,aghifj,aje,adb,bjcig,cfih,cgi,chgf,cfd
10 bcde,aefc,abghfi,aie,adb,bichj,cjh,cgjf,cfd,fhg
10 bcd,adef,agd,acb,bgfhi,bjheg,cfe,efji,ehj,fih
10 bcde,aef,aghfi,aie,adb,bichj,cjh,cgjf,cfd,fhg
10 bcde,aefc,abghifj,aje,adfb,bejci,cih,cgi,chgf,cfd
10 bcd,adef,agd,aceb,bdgfh,bijheg,cfe,efji,fhj,fih
